,property_type,state,lat,lon,area_m2,price_usd
369,house,Morelos,,,106.0,105372.96
370,house,Distrito Federal,,,278.0,183875.82
371,house,Querétaro,,,285.0,231875.5
372,house,Querétaro,,,300.0,200208.63
373,apartment,Distrito Federal,,,85.0,76740.25
374,house,Querétaro,,,137.0,83264.38
375,house,Chiapas,,,160.0,154371.39
376,house,Morelos,,,94.0,55333.92
377,house,Nuevo León,,,220.0,165962.42
378,apartment,Distrito Federal,,,80.0,131400.09
379,house,Guerrero,,,100.0,50052.15
380,apartment,Distrito Federal,,,92.0,142253.5
381,house,Estado de México,,,270.0,231820.52
382,apartment,Distrito Federal,,,107.0,215482.45
383,house,Yucatán,,,280.0,110351.66
386,house,Puebla,,,350.0,226551.88
387,apartment,Estado de México,,,69.0,38461.13
388,apartment,Estado de México,,,60.0,39146.05
389,house,Tabasco,,,151.0,115910.26
390,house,Puebla,,,160.0,84318.36
391,house,Morelos,,,200.0,129081.88
392,house,Jalisco,,,300.0,134350.53
393,house,Nuevo León,,,150.0,35308.31
394,house,Baja California Sur,,,330.0,290434.24
395,house,Baja California,,,102.0,61643.18
398,house,Querétaro,,,200.0,121705.77
399,apartment,Oaxaca,,,94.0,51118.0
400,house,Estado de México,,,160.0,111194.84
401,house,Yucatán,,,174.0,82842.79
403,apartment,Distrito Federal,,,69.0,84298.37
404,house,Morelos,,,210.0,118572.7
405,apartment,Nuevo León,,,110.0,262378.68
407,house,Morelos,,,380.0,289775.66
408,house,Querétaro,,,132.0,86953.31
409,house,Chiapas,,,165.0,71126.75
410,house,Distrito Federal,,,300.0,179239.41
411,apartment,Quintana Roo,,,145.0,115437.11
412,apartment,Nuevo León,,,126.0,175924.99
413,house,Distrito Federal,,,80.0,46715.31
414,house,Querétaro,,,180.0,118572.7
415,house,Nuevo León,,,194.0,76395.4
416,house,Quintana Roo,,,185.0,97469.99
417,house,Guerrero,,,300.0,98787.15
418,apartment,Distrito Federal,,,80.0,53158.18
419,apartment,Distrito Federal,,,64.0,76395.4
420,house,Veracruz de Ignacio de la Llave,,,95.0,38461.13
422,house,Tamaulipas,,,232.0,139652.29
423,house,Morelos,,,192.0,173906.62
424,apartment,Distrito Federal,,,60.0,34983.82
425,apartment,Yucatán,,,131.0,77467.49
426,house,Chiapas,,,240.0,97469.99
427,house,Estado de México,,,356.0,288721.93
428,house,Estado de México,,,150.0,57968.87
429,house,Estado de México,,,110.0,138934.25
430,apartment,Distrito Federal,,,70.0,49273.54
431,house,Sonora,,,357.0,210745.93
433,house,Chiapas,,,256.0,60603.82
434,house,Nuevo León,,,300.0,162393.9
435,house,Baja California Sur,,,204.0,135963.36
436,house,Distrito Federal,,,190.0,102369.83
437,house,Estado de México,,,139.0,252895.12
439,house,Chihuahua,,,115.0,46890.97
440,house,Yucatán,,,90.0,60603.82
441,apartment,Distrito Federal,,,85.0,94835.67
442,house,Estado de México,,,70.0,34254.33
444,house,Querétaro,,,90.0,37353.34
445,house,Yucatán,,,200.0,79029.72
446,house,Morelos,,,300.0,147522.15
447,house,Nuevo León,,,380.0,200256.11
449,house,Baja California,,,92.0,51632.75
450,house,Jalisco,,,290.0,152790.8
451,house,Estado de México,,,90.0,52686.48
452,house,Querétaro,,,136.0,79048.46
454,apartment,San Luis Potosí,,,174.0,143868.21
455,apartment,Distrito Federal,,,65.0,135225.12
457,house,Estado de México,,,343.0,191620.74
459,house,Querétaro,,,176.0,110140.86
460,apartment,Distrito Federal,,,145.0,123813.23
461,house,Jalisco,,,100.0,184402.69
462,house,Nuevo León,,,90.0,242357.82
463,house,Morelos,,,140.0,51632.75
464,house,Querétaro,,,250.0,150192.08
465,house,Estado de México,,,80.0,36889.28
466,house,Puebla,,,202.0,150894.08
467,house,Nuevo León,,,299.0,194939.99
469,house,Querétaro,,,100.0,115910.26
470,house,Puebla,,,182.0,108559.89
471,apartment,Distrito Federal,,,62.0,50591.01
472,house,Quintana Roo,,,200.0,158096.93
473,house,Estado de México,,,106.0,38724.56
474,house,Sinaloa,,,150.0,93781.94
475,house,Colima,,,161.0,52633.79
476,house,Nuevo León,,,266.0,144700.85
478,house,Morelos,,,250.0,242357.82
480,apartment,Distrito Federal,,,83.0,115910.26
481,house,Yucatán,,,175.0,126214.05
482,house,Morelos,,,270.0,229186.2
483,apartment,Distrito Federal,,,88.0,100104.31
484,house,Morelos,,,145.0,102738.64
486,house,Distrito Federal,,,350.0,161258.87
489,house,Morelos,,,68.0,43202.91
490,house,Nuevo León,,,210.0,155425.12
492,apartment,Distrito Federal,,,127.0,289775.66
493,apartment,Distrito Federal,,,70.0,44048.85
494,apartment,Distrito Federal,,,82.0,154898.26
497,house,San Luis Potosí,,,172.0,50157.53
499,apartment,Distrito Federal,,,83.0,177695.7
500,apartment,Estado de México,,,87.0,84318.36
502,house,Estado de México,,,200.0,92223.21
503,house,Yucatán,,,235.0,146995.28
504,house,Tamaulipas,,,218.0,118572.7
506,house,Querétaro,,,184.0,93804.18
507,apartment,Distrito Federal,,,79.0,137017.34
508,house,Veracruz de Ignacio de la Llave,,,293.0,158059.45
509,apartment,San Luis Potosí,,,144.0,90620.75
510,house,Yucatán,,,374.0,247421.7
511,house,Tamaulipas,,,140.0,73778.56
512,house,Morelos,,,92.0,64556.24
513,house,Veracruz de Ignacio de la Llave,,,200.0,108007.29
514,house,Morelos,,,80.0,44783.51
515,house,Morelos,,,250.0,292900.92
516,house,Morelos,,,180.0,168596.74
517,house,Nuevo León,,,254.0,139652.29
519,apartment,Distrito Federal,,,60.0,35890.24
520,apartment,Distrito Federal,,,78.0,150830.86
521,house,Estado de México,,,126.0,68492.42
522,house,Estado de México,,,350.0,210745.93
523,house,Querétaro,,,156.0,86953.31
524,house,Querétaro,,,227.0,125920.69
525,house,Baja California,,,102.0,61643.18
526,house,Distrito Federal,,,160.0,106127.01
528,house,Yucatán,,,270.0,164947.8
529,house,Jalisco,,,204.0,94835.67
530,house,Querétaro,,,80.0,34246.21
531,house,Morelos,,,130.0,47417.83
532,house,Guanajuato,,,195.0,94858.16
534,house,Tamaulipas,,,350.0,237145.4
536,house,Tamaulipas,,,109.0,45848.11
537,house,Morelos,,,67.0,34254.33
538,house,Jalisco,,,361.0,194939.99
539,house,Nuevo León,,,311.0,240884.28
540,house,Puebla,,,243.0,101445.53
541,house,Aguascalientes,,,245.0,78502.86
542,house,Campeche,,,180.0,76413.51
543,house,Estado de México,,,150.0,168596.74
544,house,Distrito Federal,,,150.0,45057.62
545,house,Chihuahua,,,78.0,51632.75
546,apartment,Distrito Federal,,,90.0,53832.41
547,house,Puebla,,,175.0,118544.58
548,house,Morelos,,,160.0,99577.45
551,house,Morelos,,,70.0,46469.47
552,house,Chiapas,,,140.0,73778.56
553,house,Veracruz de Ignacio de la Llave,,,200.0,289775.66
554,house,San Luis Potosí,,,80.0,39514.86
555,apartment,Veracruz de Ignacio de la Llave,,,93.0,76413.51
556,house,Estado de México,,,140.0,68508.67
557,house,Quintana Roo,,,100.0,36880.53
558,house,Querétaro,,,301.0,274034.68
559,house,Yucatán,,,325.0,187081.37
561,apartment,Distrito Federal,,,100.0,71653.61
563,house,Yucatán,,,190.0,97493.1
564,house,Veracruz de Ignacio de la Llave,,,110.0,67860.19
566,house,Nuevo León,,,190.0,88513.29
567,house,Estado de México,,,177.0,80083.45
568,house,San Luis Potosí,,,197.0,147557.13
569,house,Yucatán,,,320.0,150192.08
570,house,Estado de México,,,80.0,47944.7
571,house,Querétaro,,,82.0,36248.3
573,house,Estado de México,,,99.0,75783.82
574,apartment,Distrito Federal,,,208.0,131716.2
575,house,Yucatán,,,290.0,126477.54
576,house,Tamaulipas,,,178.0,51644.99
577,house,Jalisco,,,340.0,262440.91
578,house,Tlaxcala,,,85.0,35826.8
579,apartment,Chiapas,,,102.0,46364.1
581,house,Chiapas,,,150.0,94835.67
583,house,Veracruz de Ignacio de la Llave,,,104.0,33192.48
584,house,San Luis Potosí,,,270.0,163328.09
585,apartment,Yucatán,,,119.0,115814.11
586,house,Estado de México,,,125.0,73761.07
587,house,Querétaro,,,139.0,97469.99
590,house,Guanajuato,,,360.0,178607.18
592,apartment,Distrito Federal,,,70.0,54235.15
594,house,Querétaro,,,150.0,51105.88
595,apartment,Distrito Federal,,,84.0,115910.26
596,house,Veracruz de Ignacio de la Llave,,,180.0,79029.72
598,house,Jalisco,,,120.0,71143.62
599,apartment,Yucatán,,,142.0,91169.23
600,apartment,Distrito Federal,,,65.0,44178.77
601,house,Distrito Federal,,,200.0,152790.8
602,house,Tamaulipas,,,200.0,121207.64
603,house,Guerrero,,,131.0,47417.83
605,house,Veracruz de Ignacio de la Llave,,,200.0,104319.23
606,apartment,Puebla,,,93.0,57884.47
608,house,Querétaro,,,202.0,121207.64
609,house,Quintana Roo,,,370.0,200256.11
610,house,Baja California,,,86.0,52605.29
611,apartment,Yucatán,,,63.0,44794.13
613,apartment,Baja California,,,95.0,84313.09
614,house,Querétaro,,,290.0,236091.42
615,apartment,Tamaulipas,,,128.0,85878.96
616,house,Puebla,,,120.0,59535.72
617,house,Morelos,,,180.0,81664.04
618,house,Estado de México,,,198.0,53666.55
619,house,Yucatán,,,377.0,224339.55
620,apartment,Distrito Federal,,,92.0,67438.69
621,house,Estado de México,,,100.0,80083.45
622,apartment,Yucatán,,,82.0,62696.91
624,house,Colima,,,105.0,46627.53
625,house,Morelos,,,79.0,42941.43
626,house,Yucatán,,,123.0,41095.45
627,apartment,Quintana Roo,,,79.0,80015.91
628,house,Morelos,,,376.0,263432.41
629,apartment,Distrito Federal,,,70.0,85668.22
630,house,Sinaloa,,,105.0,55847.67
632,house,Estado de México,,,200.0,229240.55
633,house,Querétaro,,,160.0,121178.91
634,house,Estado de México,,,133.0,67438.69
635,house,Chihuahua,,,250.0,63238.77
636,house,Guanajuato,,,100.0,127584.22
637,house,Puebla,,,113.0,57955.13
638,house,Querétaro,,,130.0,99601.06
639,house,San Luis Potosí,,,211.0,165467.83
640,house,Yucatán,,,200.0,77994.48
641,apartment,Chiapas,,,84.0,52686.48
642,house,Estado de México,,,179.0,94203.43
643,house,Quintana Roo,,,251.0,187037.01
644,house,Distrito Federal,,,115.0,81683.41
645,apartment,Distrito Federal,,,65.0,163064.66
646,house,Yucatán,,,169.0,55333.92
650,house,Aguascalientes,,,350.0,193359.39
651,house,Nuevo León,,,309.0,158096.93
652,house,Estado de México,,,200.0,72865.4
653,house,Durango,,,98.0,36090.24
654,house,Estado de México,,,83.0,45447.36
655,house,Distrito Federal,,,275.0,167543.01
656,house,Querétaro,,,286.0,183875.82
658,house,Jalisco,,,70.0,35299.94
659,house,Sinaloa,,,190.0,55320.8
660,house,Estado de México,,,75.0,70757.94
661,house,Sonora,,,236.0,115910.26
662,apartment,Distrito Federal,,,195.0,289775.66
663,house,Nuevo León,,,150.0,110969.16
664,house,Chihuahua,,,274.0,173906.62
666,house,Tamaulipas,,,81.0,44256.64
667,house,Morelos,,,186.0,118544.58
668,apartment,Distrito Federal,,,100.0,159320.71
669,house,Morelos,,,200.0,63223.78
672,house,Nuevo León,,,350.0,252895.12
673,house,Chiapas,,,90.0,37934.26
674,apartment,Puebla,,,104.0,92201.34
675,house,Distrito Federal,,,229.0,157690.64
676,apartment,Morelos,,,76.0,43729.78
677,apartment,Distrito Federal,,,60.0,84845.35
678,apartment,Estado de México,,,100.0,43202.91
680,house,Estado de México,,,85.0,57968.87
681,house,Guerrero,,,275.0,316118.9
682,house,Yucatán,,,195.0,91632.19
683,house,Tabasco,,,205.0,88513.29
684,apartment,Distrito Federal,,,80.0,65120.49
685,house,Hidalgo,,,150.0,92223.21
686,house,Veracruz de Ignacio de la Llave,,,120.0,44783.51
687,apartment,Distrito Federal,,,84.0,71653.61
688,apartment,Distrito Federal,,,60.0,105372.96
689,house,Morelos,,,180.0,63223.78
690,apartment,Distrito Federal,,,60.0,36260.68
691,house,Sinaloa,,,95.0,44794.13
692,apartment,Distrito Federal,,,110.0,121863.83
693,house,Morelos,,,120.0,105372.96
694,house,Veracruz de Ignacio de la Llave,,,140.0,51632.75
695,house,Jalisco,,,175.0,121178.91
696,house,Morelos,,,100.0,47417.83
697,house,Yucatán,,,81.0,39524.23
698,house,San Luis Potosí,,,360.0,245050.24
699,house,Estado de México,,,115.0,110667.85
